id,url,title,domain,category,resource_type,topics,author,github_repository,image,icon,first_seen,last_seen
L00096,https://x.com/gakonst/status/2028188886594404497,Georgios Konstantopoulos (@gakonst) on X,x.com,Social media & discussions,Social post,,gakonst,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-02T18:50:29Z,2026-03-02T18:50:29Z
L00097,https://docs.archil.com/sdks/typescript,TypeScript SDK - Archil,docs.archil.com,Documentation & guides,Documentation,Developer tools,,,https://regattastorage.mintlify.app/mintlify-assets/_next/image?url=%2F_mintlify%2Fapi%2Fog%3Fdivision%3DSDKs%26title%3DTypeScript%2BSDK%26description%3DProgrammatic%2Baccess%2Bto%2BArchil%2Bdisks%2Bfrom%2BTypeScript%2Band%2BNode.js%2Bapplications%26logoLight%3Dhttps%253A%252F%252Fmintcdn.com%252Fregattastorage%252FxJIAdjeAZS2Nr4wo%252Flogo%252Farchil-black-fullbleed.svg%253Ffit%253Dmax%2526auto%253Dformat%2526n%253DxJIAdjeAZS2Nr4wo%2526q%253D85%2526s%253Dec788b3a3a44b4f3b131ba64d906c399%26logoDark%3Dhttps%253A%252F%252Fmintcdn.com%252Fregattastorage%252FxJIAdjeAZS2Nr4wo%252Flogo%252Farchil-white-fullbleed.svg%253Ffit%253Dmax%2526auto%253Dformat%2526n%253DxJIAdjeAZS2Nr4wo%2526q%253D85%2526s%253De0d0039837f7b1c5979a5398066d9053%26primaryColor%3D%25237058f7%26lightColor%3D%2523dcb7d7%26darkColor%3D%25237058f7%26backgroundLight%3D%2523ffffff%26backgroundDark%3D%25230d0c0f&w=1200&q=100,https://docs.archil.com/mintlify-assets/_mintlify/favicons/regattastorage/O0Gb7xUuhfLfDRtO/_generated/favicon/apple-touch-icon.png,2026-03-02T18:50:53Z,2026-03-02T18:50:53Z
L00098,https://polsia.com/,Polsia — AI That Runs Your Company,polsia.com,Websites & products,Homepage,AI models & research,,,https://polsia.com/og-image.png,https://polsia.com/favicon.png,2026-03-02T18:51:27Z,2026-03-10T16:35:53Z
L00099,https://x.com/trq212/status/2027463795355095314,Thariq (@trq212) on X,x.com,Social media & discussions,Social post,,trq212,,https://pbs.twimg.com/media/HCLxeR3acAAf2R9.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-02T18:53:35Z,2026-03-03T03:39:46Z
L00100,https://x.com/banteg/status/2027752627266609462,banteg (@banteg) on X,x.com,Social media & discussions,Social post,,banteg,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-02T18:53:54Z,2026-03-02T18:53:54Z
L00101,https://x.com/neural_avb/status/2027721962479288566,AVB (@neural_avb) on X,x.com,Social media & discussions,Social post,,neural_avb,,https://pbs.twimg.com/media/HCPomCzbUAA4It3.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-02T18:54:28Z,2026-03-02T18:54:28Z
L00102,https://x.com/mntruell/status/2026736314272591924,Michael Truell (@mntruell) on X,x.com,Social media & discussions,Social post,,mntruell,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-02T18:54:35Z,2026-03-02T18:54:35Z
L00103,https://x.com/skeptrune/status/2027564083701289160,Nick Khami (@skeptrune) on X,x.com,Social media & discussions,Social post,,skeptrune,,https://pbs.twimg.com/ext_tw_video_thumb/2027563978751414273/pu/img/scpGG3NBx-Vz34oS.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-02T18:54:46Z,2026-03-02T18:54:46Z
L00104,https://x.com/_arahim_/status/2008221602283225371,Abdur Rahim (@_ARahim_) on X,x.com,Social media & discussions,Social post,,_ARahim_,,https://pbs.twimg.com/media/G96gOPfaYAARWmU.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-02T18:55:00Z,2026-03-02T18:55:00Z
L00105,https://danielgross.com/agitrades,danielgross.com/agitrades,danielgross.com,Websites & products,Web page,,,,,,2026-03-02T18:55:35Z,2026-03-02T18:55:35Z
L00106,https://component.gallery/,The Component Gallery,component.gallery,Websites & products,Homepage,Design & frontend,,,https://component.gallery/open-graph/default.png,https://component.gallery/apple-touch-icon.png,2026-03-02T18:55:58Z,2026-03-02T18:55:58Z
L00107,https://x.com/systematicls/status/2028814227004395561,x.com/systematicls/status/2028814227004395561,x.com,Social media & discussions,Social post,,systematicls,,,,2026-03-03T15:30:51Z,2026-03-03T15:30:51Z
L00108,https://petergpt.github.io/bullshit-benchmark/viewer/index.v2.html,petergpt.github.io/bullshit-benchmark/viewer/index.v2.html,petergpt.github.io,Websites & products,Web page,Observability & evaluation,,,,,2026-03-03T17:12:59Z,2026-03-03T17:12:59Z
L00109,https://x.com/attio/status/2028460304418455799,Attio (@attio) on X,x.com,Social media & discussions,Social post,,attio,,https://pbs.twimg.com/media/HA-I4USWIAYE4WM.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-03T17:14:47Z,2026-03-03T17:14:47Z
L00110,https://x.com/1eo/status/2028566640145670413,Andrew Altshuler (@1eo) on X,x.com,Social media & discussions,Social post,,1eo,,https://pbs.twimg.com/media/HCbotmbW0AI796V.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-03T17:14:54Z,2026-03-03T17:14:54Z
L00111,https://x.com/_catwu/status/2028603856163426522,cat (@_catwu) on X,x.com,Social media & discussions,Social post,,_catwu,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-03T17:15:00Z,2026-03-03T17:15:00Z
L00112,https://x.com/eoghan/status/2028522852044206258,Eoghan McCabe (@eoghan) on X,x.com,Social media & discussions,Social post,,eoghan,,https://pbs.twimg.com/media/HCXaiUbacAA-kfY.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-03T17:15:05Z,2026-03-03T17:15:05Z
L00113,https://latent.space/p/reviews-dead,How to Kill the Code Review,latent.space,Articles & announcements,Article or announcement,AI coding & software development,,,"https://substackcdn.com/image/fetch/$s_!FNKE!,w_1200,h_675,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fc28f86d4-01ff-4bce-b152-33d4d9f82683_1958x1082.png","https://substackcdn.com/image/fetch/%24s_!jBMj!,f_auto,q_auto:good,fl_progressive:steep/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Ffeff84b7-b3cb-4c54-95d5-bd2a208f3f6d%2Fapple-touch-icon-57x57.png",2026-03-03T17:15:13Z,2026-03-03T17:15:13Z
L00114,https://x.com/dominiktornow/status/2028515744682508730,Dominik Tornow (@DominikTornow) on X,x.com,Social media & discussions,Social post,,DominikTornow,,https://pbs.twimg.com/media/HCa1aJlXoAAyXLP.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-03T17:15:20Z,2026-03-03T17:15:20Z
L00115,https://x.com/juliandeangeiis/status/2027888587975569534,Julián (@juliandeangeIis) on X,x.com,Social media & discussions,Social post,,juliandeangeIis,,https://pbs.twimg.com/media/HCSBbCya4AA0GZ1.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-03T17:15:25Z,2026-03-03T17:15:25Z
L00116,https://x.com/dimitrispapail/status/2028669695344148946,Dimitris Papailiopoulos (@DimitrisPapail) on X,x.com,Social media & discussions,Social post,,DimitrisPapail,,https://pbs.twimg.com/media/HCb6DFaWcAAPLOn.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-03T17:15:32Z,2026-03-03T17:15:32Z
L00117,https://x.com/notionhq/status/2028533326966088188,Notion (@NotionHQ) on X,x.com,Social media & discussions,Social post,,NotionHQ,,https://pbs.twimg.com/media/HCbNLTubkAABOG8.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-03T17:15:44Z,2026-03-03T17:15:44Z
L00118,https://deveillance.com/,Spectre I - Audio Privacy Device | Protect Your Conversations | Deveillance,deveillance.com,Websites & products,Homepage,,,,https://deveillance.com/spectre-i-og-image.jpg,https://www.deveillance.com/Deveillance-logo.png,2026-03-03T17:31:44Z,2026-03-03T17:31:44Z
L00119,https://github.com/trailofbits/skills,trailofbits/skills,github.com,Code & repositories,Repository,MCP & agent integrations,trailofbits,trailofbits/skills,,,2026-03-04T00:31:49Z,2026-03-04T00:31:49Z
L00120,https://x.com/kangwook_lee/status/2028955292025962534,Kangwook Lee (@Kangwook_Lee) on X,x.com,Social media & discussions,Social post,,Kangwook_Lee,,https://pbs.twimg.com/media/HChK-6VawAIhJ8h.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-04T00:32:48Z,2026-03-04T00:32:48Z
L00121,https://getpolyscope.com/,Polyscope,getpolyscope.com,Websites & products,Homepage,,,,https://getpolyscope.com/images/card.png,,2026-03-04T00:33:02Z,2026-09-09T23:58:11Z
L00122,https://x.com/dabit3/status/2028905998560436502,nader dabit (@dabit3) on X,x.com,Social media & discussions,Social post,,dabit3,,https://pbs.twimg.com/media/HCf8yA5XwAAIhQB.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-04T00:33:16Z,2026-03-04T00:33:16Z
L00123,https://superset.sh/,Superset - Orchestrate any coding agent,superset.sh,Websites & products,Homepage,Agent orchestration & workspaces; AI coding & software development; AI agents & automation,,,https://superset.sh/og-image.png,https://superset.sh/apple-touch-icon.png,2026-03-04T00:33:39Z,2026-09-10T07:40:54Z
L00124,https://x.com/danlovesproofs/status/2028890694837039202,Dan Robinson (@danlovesproofs) on X,x.com,Social media & discussions,Social post,,danlovesproofs,,https://pbs.twimg.com/media/HCdv1cTaAAAER3-.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-04T00:33:49Z,2026-03-04T00:33:49Z
L00125,https://x.com/hamelhusain/status/2028894099483578872,Hamel Husain (@HamelHusain) on X,x.com,Social media & discussions,Social post,,HamelHusain,,https://pbs.twimg.com/media/HCdt5sfbcAA9dy2.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-04T00:33:55Z,2026-03-04T00:33:55Z
L00126,https://x.com/dguido/status/2028878085568020667,Dan Guido (@dguido) on X,x.com,Social media & discussions,Social post,,dguido,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-04T00:34:12Z,2026-03-04T00:34:12Z
L00127,https://agentic-patterns.com/,Awesome Agentic Patterns,agentic-patterns.com,Websites & products,Homepage,AI agents & automation,,,,https://agentic-patterns.com/assets/images/favicon.png,2026-03-04T00:35:26Z,2026-03-04T00:35:26Z
L00128,https://agent-experience.dev/,Agent Experience,agent-experience.dev,Websites & products,Homepage,AI agents & automation,,,,,2026-03-04T00:35:29Z,2026-03-04T00:35:29Z
L00129,https://x.com/jsrailton/status/2028945001162625270,John Scott-Railton (@jsrailton) on X,x.com,Social media & discussions,Social post,,jsrailton,,https://pbs.twimg.com/media/HCg6v5MasAAeLbE.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-04T02:36:35Z,2026-03-04T02:36:35Z
L00130,https://github.com/bytedance/deer-flow,bytedance/deer-flow,github.com,Code & repositories,Repository,,bytedance,bytedance/deer-flow,,https://github.com/favicon.ico,2026-03-04T02:54:19Z,2026-06-26T00:04:31Z
L00131,https://x.com/nurijanian/status/2028921656207655300,x.com/nurijanian/status/2028921656207655300,x.com,Social media & discussions,Social post,,nurijanian,,,,2026-03-04T05:03:39Z,2026-03-04T05:03:39Z
L00132,https://steve-yegge.medium.com/welcome-to-the-wasteland-a-thousand-gas-towns-a5eb9bc8dc1f,Welcome to the Wasteland: A Thousand Gas Towns,steve-yegge.medium.com,Articles & announcements,Article or announcement,,,,https://miro.medium.com/v2/resize:fit:1200/1*QhO5CUFb3DX8SDyFp5kWKA.jpeg,https://miro.medium.com/v2/resize:fill:304:304/10fd5c419ac61637245384e7099e131627900034828f4f386bdaa47a74eae156,2026-03-04T09:55:04Z,2026-03-04T09:55:04Z
L00133,https://x.com/roshanchandna/status/2029221751981260876,x.com/roshanchandna/status/2029221751981260876,x.com,Social media & discussions,Social post,,roshanchandna,,,,2026-03-04T15:57:18Z,2026-03-04T15:57:18Z
L00134,https://x.com/swaritjoshipura/status/2029219363749020051,x.com/swaritjoshipura/status/2029219363749020051,x.com,Social media & discussions,Social post,,swaritjoshipura,,,,2026-03-04T15:57:35Z,2026-03-04T15:57:35Z
L00135,https://spawn.co/,Spawn - Make Games with Words,spawn.co,Websites & products,Homepage,,,,https://kiln-bswda681o-kiln-55b6c436.vercel.app/opengraph-image.png?opengraph-image.814d4296.png,,2026-03-10T16:22:27Z,2026-03-10T16:22:27Z
L00136,https://x.com/ideabrowser/status/2029021251021205638,Idea Browser (@ideabrowser) on X,x.com,Social media & discussions,Social post,,ideabrowser,,https://pbs.twimg.com/media/HCiEekhWYAA93iC.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-10T16:22:57Z,2026-03-10T16:22:57Z
L00137,https://x.com/pawelhuryn/status/2028902129536999818,Paweł Huryn (@PawelHuryn) on X,x.com,Social media & discussions,Social post,,PawelHuryn,,https://pbs.twimg.com/media/HCgbjOlWAAAF-du.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-10T16:24:04Z,2026-03-10T16:24:04Z
L00138,https://developer.apple.com/videos/play/wwdc2025/231,Meet WebKit for SwiftUI - WWDC25 - Videos - Apple Developer,developer.apple.com,Documentation & guides,Documentation,Developer tools,,,https://devimages-cdn.apple.com/wwdc-services/images/3055294D-836B-4513-B7B0-0BC5666246B0/9929/9929_wide_250x141_2x.jpg,https://developer.apple.com/favicon.ico,2026-03-10T16:24:13Z,2026-03-10T16:24:13Z
L00139,https://x.com/coreyganim/status/2029148164838555874,Corey Ganim (@coreyganim) on X,x.com,Social media & discussions,Social post,,coreyganim,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-10T16:24:24Z,2026-03-10T16:24:24Z
L00140,https://boristane.com/blog/the-software-development-lifecycle-is-dead,Boris Tane,boristane.com,Articles & announcements,Article or announcement,,,,https://boristane.com/assets/blog/the-software-development-lifecycle-is-dead/og.png,,2026-03-10T16:24:39Z,2026-03-10T16:24:39Z
L00141,https://paperclip.ing/,Paperclip — Open-source orchestration for zero-human companies,paperclip.ing,Websites & products,Homepage,Agent orchestration & workspaces,,,https://paperclip.ing/og.jpg,https://paperclip.ing/favicon.ico,2026-03-10T16:25:13Z,2026-03-10T16:25:13Z
L00142,https://github.com/openai/symphony,openai/symphony,github.com,Code & repositories,Repository,AI models & research,openai,openai/symphony,,https://github.com/favicon.ico,2026-03-10T16:25:22Z,2026-03-10T16:55:30Z
L00143,https://x.com/zachlloydtweets/status/2029223875066687683,Zach Lloyd (@zachlloydtweets) on X,x.com,Social media & discussions,Social post,,zachlloydtweets,,https://pbs.twimg.com/media/HChyYUNawAEPoh6.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-10T16:25:31Z,2026-03-10T16:25:31Z
L00144,https://x.com/konstructivizm/status/2029200943888113815,Black Hole (@konstructivizm) on X,x.com,Social media & discussions,Social post,,konstructivizm,,https://pbs.twimg.com/amplify_video_thumb/2029195330051289088/img/TD1Ty-eJeNINkt5f.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-10T16:25:56Z,2026-03-10T16:25:56Z
L00145,https://x.com/repligate/status/2029374260872135038,j⧉nus (@repligate) on X,x.com,Social media & discussions,Social post,,repligate,,https://pbs.twimg.com/amplify_video_thumb/2029373257028456448/img/xi6z6HtxCdaO65IM.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-10T16:26:36Z,2026-03-10T16:26:36Z
L00146,https://github.com/googleworkspace/cli,googleworkspace/cli,github.com,Code & repositories,Repository,Developer tools,googleworkspace,googleworkspace/cli,,,2026-03-10T16:30:02Z,2026-03-10T16:30:02Z
L00147,https://justin.poehnelt.com/posts/rewrite-your-cli-for-ai-agents,You Need to Rewrite Your CLI for AI Agents,justin.poehnelt.com,Articles & announcements,Article or announcement,AI agents & automation; AI models & research; Developer tools,,,https://justin.poehnelt.com/posts/rewrite-your-cli-for-ai-agents/og.png,https://justin.poehnelt.com/apple-touch-icon.png,2026-03-10T16:30:22Z,2026-03-10T16:30:22Z
L00148,https://x.com/letta_ai/status/2029348848913793333,Letta (@Letta_AI) on X,x.com,Social media & discussions,Social post,,Letta_AI,,https://pbs.twimg.com/media/HCmx4fPaAAAcUz8.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-10T16:30:31Z,2026-03-10T16:30:31Z
L00149,https://ml.ink/,ml.ink - Infrastructure Designed for AI Agents,ml.ink,Websites & products,Homepage,Cloud & infrastructure; Design & frontend; AI agents & automation; AI models & research,,,https://ml.ink/og.jpg,https://ml.ink/apple-touch-icon.png,2026-03-10T16:30:44Z,2026-03-10T16:30:44Z
L00150,https://warden.sentry.dev/,Warden,warden.sentry.dev,Websites & products,Homepage,,,,,,2026-03-10T16:30:53Z,2026-03-10T16:30:53Z
L00151,https://souls.zip/,souls.zip | Production-tested AI agent souls and teams,souls.zip,Websites & products,Homepage,AI agents & automation; AI models & research,,,https://souls.zip/og?v=2,https://souls.zip/apple-icon.png,2026-03-10T16:31:20Z,2026-03-10T16:31:20Z
L00152,https://impeccable.style/,Impeccable: Design skills for AI harnesses,impeccable.style,Websites & products,Homepage,MCP & agent integrations; Design & frontend; AI models & research,,,https://impeccable.style/og-image.jpg,https://impeccable.style/./apple-touch-icon-n5shekkk.png,2026-03-10T16:31:36Z,2026-04-17T21:43:59Z
L00153,https://x.com/alex_barashkov/status/2029569041279435050,Alex Barashkov (@alex_barashkov) on X,x.com,Social media & discussions,Social post,,alex_barashkov,,https://pbs.twimg.com/amplify_video_thumb/2029567864844550144/img/ontIohlCMkCt4CP4.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-10T16:32:11Z,2026-03-10T16:32:11Z
L00154,https://openhome.com/,OpenHome | AI Smart Speaker & Voice SDK,openhome.com,Websites & products,Homepage,AI models & research; Developer tools,,,https://www.datocms-assets.com/136400/1720490598-openhome-share.jpg,https://openhome.com/favicon.ico,2026-03-10T16:33:06Z,2026-03-10T16:33:06Z
L00155,https://x.com/jesserank/status/2029339540834406596,Jesse Leimgruber (@JesseRank) on X,x.com,Social media & discussions,Social post,,JesseRank,,https://pbs.twimg.com/amplify_video_thumb/2029339384583970816/img/XlOXFmH86OmAv5hM.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-10T16:33:22Z,2026-03-10T16:33:22Z
L00156,https://github.com/builderz-labs/hermes-dashboard,builderz-labs/hermes-dashboard,github.com,Code & repositories,Repository,,builderz-labs,builderz-labs/hermes-dashboard,,,2026-03-10T16:33:37Z,2026-03-10T16:33:37Z
L00157,https://x.com/jamiequint/status/2029705203457609785,Jamie Quint (@jamiequint) on X,x.com,Social media & discussions,Social post,,jamiequint,,https://pbs.twimg.com/media/HCr2AOFaUAAxNyv.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-10T16:34:22Z,2026-03-10T16:34:22Z
L00158,https://github.com/jaredpalmer/mogcli,jaredpalmer/mogcli,github.com,Code & repositories,Repository,,jaredpalmer,jaredpalmer/mogcli,,,2026-03-10T16:35:15Z,2026-03-10T16:35:15Z
L00159,https://x.com/frankieislost/status/2029720495600423258,frankie (@FrankieIsLost) on X,x.com,Social media & discussions,Social post,,FrankieIsLost,,https://pbs.twimg.com/media/HCsD9p5XwAAANE6.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-03-10T16:37:03Z,2026-03-10T16:37:03Z
